H2,CH4,C2H4,C2H6,C2H2,CO,CO2,risk_score
48.693,21.001,14.781,6.963,1.616,132.507,1174.117,9.71
1184.29,153.263,725.281,97.282,157.075,542.155,4825.368,100.0
897.759,0.0,203.042,135.46,249.119,396.653,2825.535,95.78
66.1,55.033,4.016,12.84,0.373,127.749,468.18,14.7
22.699,14.013,4.175,5.006,0.0,81.347,598.953,6.22
1005.159,131.778,673.071,89.671,144.527,541.489,4355.766,100.0
53.434,261.362,23.266,229.69,1.403,422.934,2938.875,46.95
1028.649,89.569,425.372,24.129,227.46,117.616,1688.912,100.0
1139.859,136.336,698.836,95.816,137.083,534.943,4828.455,100.0
1350.578,114.22,35.367,42.068,59.301,357.74,645.508,71.04
72.0,375.0,28.0,336.0,2.1,592.0,4540.0,57.37
179.898,302.403,36.084,45.526,2.602,242.22,1009.028,58.9
974.965,133.431,673.243,80.46,135.743,467.248,4074.053,100.0
87.961,49.67,27.99,20.437,0.063,106.631,793.908,3.5
21.56,30.745,15.722,8.215,0.235,160.558,1077.938,3.85
19.44,12.206,2.878,5.021,0.0,68.769,556.389,3.55
288.274,1111.092,89.688,213.631,8.724,605.34,728.773,73.51
268.351,54.429,206.066,42.704,54.847,241.329,477.853,65.41
108.692,217.168,14.962,276.003,0.97,613.901,700.718,47.0
320.148,89.769,129.291,44.079,34.862,286.067,2220.331,79.55
976.902,133.371,665.53,84.634,127.15,500.73,4118.913,99.07
75.384,46.071,15.213,18.692,0.586,212.026,1642.279,6.86
165.381,47.759,66.948,23.132,16.777,149.083,1192.371,61.09
60.0,400.0,200.0,120.0,3.0,400.0,3000.0,69.01
13.742,7.687,2.376,3.585,0.0,55.657,428.879,12.89
179.34,1164.158,879.205,199.761,11.107,685.647,4943.51,72.13
362.344,27.323,8.148,9.748,0.314,132.909,995.525,47.7
197.647,52.561,71.816,26.983,18.686,160.22,1421.361,68.36
100.0,648.0,395.0,188.0,5.5,648.0,4760.0,83.54
201.073,295.984,14.515,157.605,1.516,730.631,3323.068,56.46
37.442,23.322,7.814,9.094,0.0,102.613,906.518,4.66
475.905,40.399,10.262,12.165,0.498,211.941,1512.829,44.89
76.413,482.44,286.074,135.273,3.87,441.437,3252.816,65.18
85.234,531.474,341.29,164.48,4.36,556.804,4150.446,75.83
15.839,7.666,1.924,3.074,0.0,62.885,482.564,8.42
33.301,147.111,11.356,139.279,0.733,250.232,1883.126,48.77
1046.53,138.281,776.299,87.778,137.113,512.863,4497.77,100.0
95.691,618.303,422.079,176.561,5.69,645.091,4470.239,75.14
220.687,67.575,84.247,30.426,21.137,204.999,1612.001,61.63
41.086,202.653,15.054,194.197,1.094,313.98,2561.893,56.54
165.938,1056.476,727.671,190.517,9.909,669.313,4680.056,71.5
29.278,30.342,8.4,10.531,1.124,151.64,482.131,9.17
178.788,1216.052,810.526,221.436,11.293,722.942,5134.69,68.53
1857.165,133.284,32.413,38.664,2.78,664.007,4326.158,47.12
107.252,777.482,432.643,219.223,6.192,706.069,5486.226,74.3
29.522,137.854,9.545,135.633,0.635,213.608,1744.853,48.46
9.0,4.5,1.2,2.5,0.0,35.0,290.0,11.95
71.537,31.555,14.621,11.645,1.605,469.284,2209.603,4.09
150.0,950.0,710.0,175.0,9.5,600.0,4200.0,75.05
1370.131,170.014,903.907,115.207,161.955,291.748,680.921,100.0
255.567,295.983,392.028,137.043,20.249,794.852,4946.729,73.05
904.047,65.813,16.002,21.492,1.161,345.871,2203.281,39.35
17.171,29.691,19.841,16.521,1.103,211.247,1511.291,12.15
74.777,0.607,12.464,19.7,1.123,385.36,2132.464,8.67
247.758,72.062,103.832,35.588,27.361,243.516,1825.875,75.4
165.269,48.981,60.955,25.608,16.547,152.132,1186.638,67.83
551.725,73.889,357.805,44.236,70.122,274.388,2167.356,100.0
511.137,37.202,9.749,13.042,0.491,187.64,1474.078,43.6
28.656,154.877,9.766,121.831,0.532,235.636,1972.866,56.24
1159.045,43.065,17.815,30.745,0.398,159.114,1012.975,49.61
525.952,148.814,30.386,14.16,1.465,328.598,2498.473,47.07
403.106,27.993,7.934,10.095,0.312,150.467,1056.287,37.45
2383.919,249.289,356.422,53.62,126.035,641.943,2104.0,100.0
73.732,481.307,292.017,125.326,3.693,484.296,3276.299,82.34
1101.936,77.272,19.913,24.484,1.429,418.525,2690.383,32.43
2000.07,164.07,32.796,31.142,0.0,376.328,1674.162,42.08
67.502,708.462,301.857,182.732,13.08,547.835,775.539,66.9
224.865,60.111,89.561,31.031,20.775,203.679,1489.205,75.61
20.686,15.991,15.0,11.264,0.819,133.574,927.509,12.83
386.352,112.005,157.689,58.198,45.7,341.546,2794.447,69.65
969.021,191.013,805.498,36.133,171.871,737.479,921.088,97.22
70.022,422.981,276.909,116.652,3.62,416.445,2971.551,73.31
114.919,15.705,36.995,292.645,2.317,72.481,2471.255,46.75
166.028,1095.334,615.922,300.907,9.521,1125.799,7802.602,71.44
47.814,27.287,9.08,11.1,0.0,122.496,999.433,13.62
62.384,317.427,24.309,295.123,1.912,506.472,3737.642,55.31
34.775,20.547,6.58,8.337,0.106,109.609,775.873,6.25
803.359,72.728,31.52,29.368,0.0,617.887,1211.863,32.5
563.379,234.813,42.946,11.767,1.667,252.564,969.134,42.95
951.968,94.722,0.477,19.336,1.012,577.593,1518.424,41.72
157.481,1063.636,631.649,290.799,8.353,1071.816,7903.854,83.7
183.229,313.079,38.93,266.867,0.902,579.103,2400.48,49.0
50.782,236.194,16.175,214.696,1.252,376.184,2670.335,42.87
2555.212,69.367,399.171,31.215,273.301,409.589,1592.32,100.0
334.933,92.237,127.728,45.943,33.074,311.68,2418.254,69.03
13.655,51.715,20.548,10.303,1.46,62.805,921.273,10.7
65.903,811.846,477.382,222.169,11.773,155.2,4173.737,72.7
98.0,636.0,388.0,185.0,5.4,636.0,4660.0,77.02
48.0,20.322,6.261,9.882,1.759,296.522,444.686,9.32
142.294,1028.01,562.353,278.029,8.59,944.147,7443.811,82.12
32.003,171.67,11.969,152.18,0.825,264.294,2111.359,43.75
358.624,95.87,100.748,83.317,32.378,266.752,3068.457,76.65
107.404,240.292,46.228,260.82,0.471,270.126,2540.491,44.65
494.907,102.986,52.3,30.746,1.424,446.02,2475.45,39.46
2881.195,224.042,620.182,22.311,134.053,117.286,1624.892,100.0
1884.126,74.182,21.412,30.271,0.215,250.982,2618.973,38.99
26.697,27.668,0.0,16.233,0.419,271.455,1705.48,4.6
71.794,46.162,14.117,19.008,0.64,221.617,1576.349,13.08
62.763,36.679,11.921,15.458,0.499,176.829,1458.19,9.72
1276.015,94.029,23.575,29.117,1.754,514.345,3331.923,46.39
416.804,641.578,454.922,229.321,3.112,516.491,3234.392,84.94
58.041,310.991,23.025,297.352,1.82,478.737,3747.691,52.97
60.202,279.545,22.736,259.918,1.566,470.928,3690.235,57.47
154.465,991.24,577.712,286.223,7.417,909.148,7073.397,82.73
373.706,204.887,45.388,76.784,58.686,281.533,906.219,65.61
59.596,17.142,26.542,0.713,1.714,397.942,620.661,4.82
54.01,10.784,0.0,19.057,0.65,45.589,2209.052,6.91
1822.703,75.429,17.712,8.795,3.122,441.707,2266.929,46.69
92.0,592.0,362.0,172.0,5.2,592.0,4350.0,70.82
174.82,58.128,68.377,26.459,18.345,153.733,1388.84,59.63
434.13,31.136,8.627,10.847,0.41,163.092,1155.301,38.02
9.828,4.961,1.02,1.994,0.0,39.38,354.542,5.9
63.904,35.744,13.249,8.06,1.408,504.468,1302.412,4.08
184.053,341.024,21.525,0.0,0.408,509.555,3000.799,46.34
101.241,738.807,432.514,210.457,6.014,668.494,4847.754,82.05
45.579,168.118,20.016,280.85,0.321,580.277,1937.703,45.21
152.859,967.914,690.451,183.424,9.327,640.633,3942.675,68.91
835.27,100.311,19.666,18.426,1.34,396.334,2739.719,37.36
579.589,76.229,396.93,45.373,81.616,281.356,2524.206,100.0
1210.044,328.009,290.84,64.858,111.199,540.667,416.01,100.0
118.179,725.919,460.154,219.881,6.728,787.333,5705.02,72.94
0.0,65.309,16.709,19.159,1.734,355.839,3245.688,39.72
105.863,728.426,414.643,204.582,5.991,661.9,5492.799,68.73
282.33,89.703,109.851,41.652,27.212,241.176,2133.189,73.07
55.326,280.423,21.189,222.714,1.432,410.78,3372.744,45.95
635.867,92.762,409.68,55.114,90.07,347.351,2668.177,100.0
20.994,13.268,3.805,5.109,0.0,67.71,554.837,3.85
175.0,52.0,70.0,26.0,18.0,160.0,1350.0,74.14
658.875,89.122,417.515,57.205,88.304,348.917,2846.277,100.0
390.725,559.216,339.051,229.621,5.761,402.915,1619.922,86.57
764.935,0.0,3.016,20.615,67.21,349.59,2301.974,64.83
168.323,48.067,61.491,23.919,15.043,145.158,1192.66,58.11
104.997,689.721,322.308,180.405,6.135,619.763,4926.227,80.66
33.111,32.113,3.682,15.951,0.831,252.896,2203.735,11.74
681.94,49.349,13.716,18.06,0.752,279.995,1803.591,41.79
176.324,1158.862,834.455,197.82,11.637,696.444,4767.394,73.14
290.839,82.856,107.556,39.604,28.898,261.864,1908.989,78.56
687.547,81.776,409.585,52.936,91.046,316.068,2674.402,100.0
57.808,391.675,238.367,119.742,3.209,369.811,2876.298,81.79
69.937,26.709,6.292,24.419,0.918,440.399,500.97,11.17
215.401,780.95,359.261,261.045,2.657,654.325,2810.853,67.81
1450.956,145.239,84.429,0.0,274.303,290.325,3612.2,97.76
1000.0,130.0,665.0,83.0,133.0,500.0,4200.0,100.0
75.868,198.746,0.0,111.671,1.079,542.026,2398.29,49.54
166.752,52.258,68.298,25.248,17.386,145.506,1317.201,72.28
51.417,237.917,20.948,210.134,1.352,394.433,2706.523,47.43
48.297,68.626,4.069,13.34,0.878,284.003,2275.212,5.21
49.612,37.625,34.802,24.23,0.833,146.415,1384.125,11.81
32.771,1.491,21.596,9.604,1.362,31.918,2569.55,13.88
73.61,495.3,276.516,140.687,4.177,488.972,3519.691,67.9
187.049,60.703,84.751,32.031,20.478,188.633,1450.496,64.28
9.365,4.98,1.014,1.941,0.0,38.437,336.169,5.46
52.0,252.0,19.0,226.0,1.3,396.0,3100.0,56.02
51.011,222.219,17.396,207.637,1.216,380.524,2849.107,46.51
170.103,44.671,61.674,24.323,16.043,139.203,1217.661,63.57
138.179,844.494,501.987,243.765,6.812,871.42,5773.147,75.59
265.0,78.0,103.0,39.0,26.5,235.0,1900.0,61.5
65.929,421.114,276.882,125.571,3.539,455.357,3012.387,69.53
46.672,233.066,16.883,203.17,1.123,394.108,2969.309,58.06
124.828,87.788,22.626,280.991,1.831,648.483,3824.964,54.66
870.666,59.231,15.644,21.09,1.109,329.133,2147.377,46.86
46.79,28.397,9.349,11.408,0.397,153.467,1060.001,10.35
70.838,458.517,240.37,131.691,3.626,449.29,3399.768,75.79
28.778,18.87,5.714,6.855,0.0,89.243,716.825,4.45
60.605,297.538,20.8,266.066,1.604,477.942,3390.868,49.44
549.904,50.166,23.543,20.233,0.112,450.93,3109.894,47.56
842.187,109.739,546.996,69.645,102.728,381.649,3310.389,100.0
2330.772,262.48,378.575,160.154,0.0,210.893,1348.372,90.1
67.116,41.85,12.384,16.678,0.505,187.454,1518.375,11.65
26.856,18.747,5.439,6.993,0.0,96.136,675.17,6.65
98.063,8.243,2.15,3.736,0.097,46.515,374.418,45.44
1974.397,178.725,170.461,130.458,130.614,509.492,1995.049,100.0
31.67,36.493,19.195,5.177,0.205,259.878,2480.727,5.32
396.486,30.169,9.371,10.454,0.416,182.134,1483.216,33.62
73.0,47.0,15.0,18.0,0.6,225.0,1650.0,9.14
335.39,103.851,142.047,50.914,36.005,326.42,2340.525,65.1
373.538,102.288,0.0,21.311,1.107,327.637,1885.337,42.28
74.656,484.173,311.469,148.362,4.083,512.309,3582.084,76.74
155.12,185.309,16.171,125.476,1.144,611.311,2465.628,58.63
383.963,32.654,9.461,10.423,0.396,174.27,1411.15,33.53
193.618,893.414,235.955,121.463,9.333,277.541,3295.154,68.37
65.0,320.0,26.0,265.0,1.9,480.0,3300.0,42.18
33.356,79.61,3.025,6.221,0.819,282.989,2644.193,14.34
30.0,150.0,10.0,130.0,0.5,250.0,2000.0,53.95
68.015,50.926,12.474,13.562,0.971,84.102,1796.666,14.16
49.204,571.038,487.95,205.269,2.049,76.082,2725.748,83.76
546.685,81.204,404.026,45.18,79.728,282.732,2511.814,99.92
62.233,314.636,23.144,260.443,1.869,429.267,3140.154,45.62
39.773,6.637,14.424,18.769,1.876,175.111,2223.615,5.34
52.747,326.707,170.701,100.34,2.536,333.453,2565.486,62.65
200.0,1200.0,900.0,230.0,12.0,780.0,5500.0,84.66
830.0,60.0,16.5,21.0,1.1,325.0,2100.0,30.67
149.022,46.332,59.553,20.503,14.556,127.33,1044.305,71.68
1036.691,131.332,660.586,81.42,133.926,451.103,3962.511,98.48
723.037,99.308,516.449,63.008,97.674,399.715,3341.643,98.55
200.243,1091.799,903.537,216.237,11.073,719.381,5387.423,77.83
15.769,7.598,2.001,2.89,0.0,62.892,466.373,9.06
42.765,27.47,8.095,9.864,0.3,121.109,945.531,3.83
720.706,97.224,505.193,56.247,93.761,355.248,3170.83,100.0
33.454,22.237,5.113,12.983,0.358,394.055,1095.905,9.92
104.735,510.351,27.299,357.958,2.824,625.301,617.766,51.15
11.519,5.932,2.088,3.014,0.0,46.365,391.649,10.49
146.748,877.018,655.218,163.296,8.625,592.543,4146.147,71.65
59.47,299.221,23.372,275.248,1.687,513.62,3666.323,50.03
65.908,4.997,11.84,2.689,2.046,111.823,1757.905,6.06
58.484,311.801,23.325,267.044,1.623,482.439,3402.194,43.58
1539.9,356.785,322.083,95.456,167.733,136.458,3828.785,100.0
1280.921,59.772,163.81,59.857,7.42,508.477,2316.055,78.58
33.958,320.988,257.898,50.205,4.756,899.187,1088.699,72.21
743.702,90.668,466.601,56.972,92.16,370.737,2919.398,100.0
777.27,100.153,469.341,61.772,100.899,365.415,2999.137,100.0
119.473,263.804,34.244,289.087,0.934,758.109,4155.926,58.46
142.934,887.668,611.681,274.283,8.221,969.085,7159.125,85.34
1892.929,217.396,297.148,91.569,193.734,240.579,3475.919,96.42
299.7,1036.106,413.461,160.066,12.119,609.292,4926.965,80.32
20.232,986.533,312.932,160.454,15.983,167.476,1780.097,71.81
37.935,26.581,27.67,5.455,2.07,399.537,2203.276,3.99
751.261,95.468,24.163,2.66,1.496,93.588,2500.411,41.56
40.424,22.323,6.643,9.309,0.202,121.349,932.415,11.36
1050.0,76.0,20.0,26.0,1.5,408.0,2640.0,48.67
106.156,703.508,524.497,134.448,6.575,476.273,3402.577,85.55
58.962,336.225,24.115,275.987,1.919,498.29,3960.785,41.06
133.768,526.054,11.792,80.004,0.362,705.468,830.803,56.21
1113.905,188.712,121.787,57.658,46.966,392.653,1206.801,63.73
225.48,238.934,4.138,274.964,1.176,295.842,2504.685,56.94
65.472,34.417,22.468,1.63,1.786,362.969,2013.929,6.46
1570.229,108.117,28.241,37.518,2.166,640.072,3779.687,37.39
77.405,455.623,21.555,209.007,0.851,484.874,2310.53,49.8
9.509,51.905,18.776,3.109,2.0,304.06,2101.878,10.55
168.364,1016.356,666.493,301.429,9.4,1065.15,8145.123,78.22
170.054,14.102,4.188,6.382,0.14,92.865,723.362,38.05
537.256,71.432,362.3,42.631,72.748,254.181,2207.618,96.29
34.248,20.582,5.734,8.198,0.0,123.738,848.804,8.7
98.639,666.506,512.984,116.742,6.219,400.619,2899.953,83.07
93.955,642.79,456.112,125.598,6.74,429.25,3016.439,66.12
683.779,107.37,664.446,87.63,217.858,333.423,1594.17,100.0
46.286,25.281,18.589,2.883,1.129,86.365,766.022,11.98
932.068,117.271,641.491,85.379,131.747,517.766,4185.165,100.0
625.198,44.356,12.249,14.828,0.777,264.164,1920.604,44.69
603.059,85.16,29.383,63.046,59.232,378.708,1965.67,66.0
1060.447,53.657,72.923,25.62,18.666,409.753,2440.56,78.67
119.937,676.973,586.423,64.471,8.059,991.975,2744.305,68.3
619.667,86.241,440.793,51.986,84.692,320.704,2864.418,97.72
148.753,43.588,56.264,21.851,14.1,128.229,1167.007,72.37
1847.478,312.947,649.333,42.208,215.274,421.591,1665.747,100.0
37.248,189.941,14.656,181.147,0.983,325.035,2575.795,56.44
33.646,173.019,12.282,146.638,0.825,253.169,1978.653,57.25
68.628,44.117,14.552,16.634,0.602,215.272,1555.599,9.7
44.511,209.439,16.298,185.88,1.084,315.28,2697.173,56.32
142.0,896.0,546.0,260.0,7.7,896.0,6580.0,66.92
812.76,134.1,172.364,101.534,126.56,43.315,705.819,100.0
357.484,0.0,257.703,130.147,0.0,553.39,2385.103,78.86
76.178,69.456,23.285,31.213,1.819,93.199,1344.19,15.15
1560.141,132.297,19.83,8.395,2.081,158.36,598.83,45.67
49.791,266.101,19.462,249.46,1.488,412.959,3105.687,43.1
46.088,229.136,34.309,148.946,2.479,422.19,3461.79,53.39
890.824,66.81,18.622,22.731,1.266,378.735,2401.52,42.52
66.12,43.462,13.077,17.266,0.642,217.728,1630.78,3.09
899.284,109.616,608.511,76.668,114.537,450.092,3472.974,100.0
853.807,206.74,88.582,15.817,36.325,176.206,1302.652,78.74
1820.0,128.0,33.0,41.0,2.7,708.0,4260.0,34.32
864.991,62.486,19.259,21.447,1.134,373.982,2314.313,41.99
93.386,33.462,11.583,8.223,0.0,347.051,2057.03,7.72
358.385,714.776,491.776,143.641,24.026,475.379,2169.814,87.05
482.662,168.852,286.646,18.247,261.792,204.12,3280.853,100.0
76.712,402.51,22.495,187.688,2.688,669.971,1993.671,58.99
45.13,280.235,23.393,95.074,0.519,566.457,3229.495,43.1
649.846,44.06,12.818,14.986,0.753,236.742,1925.023,33.07
33.148,22.831,7.41,8.331,0.097,99.0,754.762,13.06
1129.426,63.109,68.058,30.516,8.188,347.16,1196.754,64.48
965.498,123.476,650.904,86.583,131.027,517.294,4173.105,100.0
102.376,738.724,347.333,219.335,6.536,663.33,5185.663,75.16
65.393,14.104,16.693,11.513,0.508,464.484,2455.867,8.55
10.057,367.865,15.471,280.182,1.595,116.304,1383.486,44.88
79.642,481.903,229.669,136.257,3.806,466.322,3269.665,80.85
68.128,71.273,28.562,9.492,0.0,57.834,1120.431,14.46
480.0,35.0,10.0,12.0,0.4,185.0,1380.0,36.35
105.312,46.38,13.817,71.658,0.742,602.292,2281.285,54.39
124.879,299.019,30.395,110.817,1.118,368.926,1404.645,58.61
637.853,88.938,462.85,54.205,89.962,344.172,2724.858,100.0
32.0,155.0,11.0,140.0,0.7,242.0,1940.0,44.94
376.045,30.768,8.636,10.695,0.397,184.046,1455.079,33.6
1357.223,70.557,17.644,8.576,0.463,520.611,1888.727,37.46
35.089,20.989,5.843,8.222,0.0,119.721,939.621,13.47
227.402,607.942,251.496,180.474,14.37,943.381,1911.066,85.32
157.019,310.402,35.075,298.666,0.032,786.426,2561.882,57.37
672.118,49.763,13.909,17.09,0.777,283.269,1808.964,46.41
70.728,46.735,14.542,18.303,0.607,222.125,1575.163,13.44
53.438,33.577,9.837,13.852,0.408,156.801,1168.482,10.66
69.176,348.765,28.742,277.84,1.913,470.477,3595.571,54.74
63.855,298.185,18.981,78.569,0.312,136.013,1137.698,43.55
624.32,293.029,38.075,77.766,3.364,348.658,1762.735,74.78
162.179,471.81,15.128,104.408,1.693,262.06,2873.642,43.35
38.034,175.6,13.406,162.085,0.758,256.294,2239.902,40.68
459.298,138.84,165.681,61.354,45.718,386.846,2971.398,81.54
708.2,146.769,5.29,24.827,1.408,151.277,2781.015,39.66
747.819,96.74,524.883,61.117,101.959,393.814,3144.668,100.0
60.0,40.0,12.0,15.0,0.5,200.0,1400.0,5.82
24.591,119.697,9.421,106.475,0.501,192.315,1615.156,57.56
146.218,988.214,614.881,279.209,7.782,957.842,6604.834,73.86
148.007,41.243,60.765,22.01,14.83,131.279,1124.413,60.8
60.473,311.725,22.898,249.537,1.903,444.331,3115.309,58.74
36.382,23.104,6.605,8.444,0.195,111.643,913.22,14.32
1753.625,238.287,325.998,63.961,168.59,453.997,3300.835,100.0
60.795,31.247,23.747,21.749,1.528,129.554,350.781,7.47
253.354,78.174,94.537,35.76,26.931,219.97,1899.551,58.94
58.0,37.0,12.0,14.0,0.5,178.0,1320.0,13.92
333.807,105.585,134.399,47.798,35.286,307.909,2569.308,68.33
634.251,85.392,426.035,52.838,92.002,350.308,2771.034,100.0
51.796,29.695,10.373,12.215,0.514,142.517,1108.695,4.24
36.0,175.0,13.0,157.0,0.8,275.0,2200.0,47.19
672.774,5.895,21.306,26.116,0.681,367.453,1730.598,39.7
74.657,494.635,303.158,154.032,4.482,532.668,3448.496,74.61
28.0,145.0,10.5,130.0,0.7,228.0,1850.0,49.8
39.451,23.915,3.078,5.2,1.222,354.18,2002.885,13.73
85.588,105.993,31.871,8.993,2.095,353.158,1553.612,43.57
693.046,45.574,12.631,15.068,0.821,243.517,1726.718,31.51
25.015,54.896,18.537,18.675,1.896,308.009,1075.231,14.31
52.343,282.68,21.253,249.009,1.345,446.973,3310.083,47.26
703.639,94.969,438.306,61.868,96.91,355.512,3052.444,100.0
117.977,755.379,334.591,211.187,1.861,518.039,1317.828,81.14
2661.006,107.072,512.881,46.083,281.379,558.813,2663.685,100.0
14.413,23.54,6.101,13.251,1.742,211.461,1210.895,14.08
162.016,211.968,0.95,155.686,2.818,549.996,2555.737,58.83
85.0,540.0,330.0,158.0,4.7,540.0,3950.0,68.01
308.048,1080.96,628.122,256.007,4.351,95.301,3564.327,70.56
139.069,11.642,3.031,3.802,0.103,55.997,456.123,39.05
482.148,203.168,0.0,8.088,83.088,307.958,2735.86,65.78
61.655,39.254,10.534,14.298,0.414,176.93,1337.203,5.86
67.475,41.519,13.525,16.363,0.53,204.723,1424.977,5.83
1701.239,124.794,31.263,39.83,2.672,688.474,3911.579,46.99
321.991,122.532,27.145,37.249,0.469,213.347,1808.245,31.78
193.62,151.45,35.535,27.091,89.527,214.371,1321.361,73.4
15.301,9.995,2.789,4.466,0.0,65.927,546.258,12.64
58.0,288.0,22.0,258.0,1.5,452.0,3460.0,49.52
1371.591,86.421,24.861,32.866,1.899,510.559,3508.167,43.43
294.647,443.205,431.475,240.662,14.896,450.857,2703.323,84.08
2734.31,163.667,322.094,95.501,186.537,271.539,3041.364,96.81
1189.771,70.364,148.928,32.185,39.68,146.72,897.159,73.34
356.386,95.007,141.294,48.452,35.224,284.333,2541.728,77.03
717.261,91.96,457.053,54.809,89.819,349.946,3001.32,100.0
379.161,178.948,147.772,57.248,56.712,500.636,2969.747,63.74
183.421,84.328,33.855,144.135,2.886,771.342,2968.954,52.29
93.239,8.176,2.12,3.651,0.097,50.618,427.885,40.97
27.702,138.439,10.688,129.575,0.572,215.649,1832.04,57.53
32.499,170.495,11.501,150.162,0.802,263.619,1953.897,51.44
661.963,43.847,12.919,15.596,0.844,239.318,1860.056,40.03
17.655,10.929,2.887,4.279,0.0,66.971,497.54,9.0
295.625,84.263,105.718,42.224,27.452,263.309,2026.878,70.52
103.715,684.045,334.622,186.615,6.111,622.217,4626.025,83.92
83.055,554.295,342.592,151.423,4.599,558.846,4123.131,78.17
11.268,6.753,1.894,2.952,0.0,40.577,323.615,5.11
1103.759,136.192,783.195,93.088,154.065,551.502,4894.662,100.0
1073.583,137.726,644.585,82.018,146.265,487.723,4412.934,100.0
1106.585,196.326,21.534,9.662,1.934,250.448,259.036,40.96
845.207,65.359,17.184,20.849,1.282,335.437,2131.253,38.33
428.418,133.786,175.257,67.274,45.716,389.143,3382.392,80.34
521.371,68.947,350.945,41.887,73.75,289.975,2437.754,99.26
1350.0,92.0,25.0,31.0,1.8,525.0,3290.0,43.12
1200.0,80.0,20.0,25.0,1.5,400.0,2500.0,32.0
31.41,19.568,20.31,15.309,1.439,95.828,2450.939,5.62
36.096,171.322,12.116,146.426,0.832,295.592,2203.304,41.7
1670.387,129.525,2.977,29.556,2.731,11.621,1105.358,41.9
32.873,155.451,11.884,140.323,0.746,242.774,2169.477,43.62
39.871,214.419,14.077,184.244,0.94,341.987,2643.609,46.08
60.987,35.842,12.26,13.761,0.534,168.629,1257.149,5.16
16.191,9.57,2.783,3.91,0.0,60.672,502.952,12.21
156.862,749.743,428.271,123.753,16.3,523.407,4124.237,75.69
19.757,50.063,20.49,8.017,0.27,148.393,1552.15,11.76
137.288,885.359,589.38,287.858,8.414,962.128,6888.942,68.49
173.038,1084.68,668.083,318.665,8.505,1010.518,7874.029,68.57
3677.354,74.609,453.624,123.695,205.685,142.039,3260.013,100.0
376.932,112.07,134.636,51.769,35.246,315.681,2719.567,74.62
116.015,782.403,558.808,159.547,8.543,472.636,3358.015,71.55
1056.507,126.7,710.236,84.745,143.993,542.891,4643.13,100.0
326.159,92.234,120.069,43.465,33.835,283.169,2292.103,66.02
1447.96,63.918,4.292,21.116,0.467,265.044,1257.443,32.27
1275.879,6.32,549.163,151.766,279.894,291.366,1502.247,98.03
12.926,21.652,14.806,8.17,2.108,157.038,2545.968,13.71
591.632,76.849,378.378,45.956,80.139,294.355,2578.454,100.0
210.554,284.389,36.145,33.473,2.099,295.51,2225.209,48.4
96.3,690.83,515.665,128.17,6.055,428.486,3062.623,84.9
59.668,369.744,252.448,121.468,3.164,377.614,2826.707,72.99
795.681,166.524,189.485,43.924,16.047,415.101,1571.75,73.4
288.532,76.451,116.225,40.674,29.582,248.882,2027.558,63.67
254.845,382.67,331.671,129.505,16.32,627.273,793.619,83.49
91.572,71.134,12.615,101.967,2.252,298.753,2446.248,54.75
33.778,164.64,12.525,152.397,0.837,242.858,2031.684,46.52
1684.713,164.678,39.456,1.424,1.733,312.337,1346.909,45.12
435.923,128.256,162.08,56.266,38.218,351.246,3139.878,70.52
274.623,910.387,195.061,213.484,5.909,732.195,1610.215,70.88
86.71,652.208,556.815,105.459,15.487,720.358,1441.605,83.02
1020.0,130.0,678.0,84.0,136.0,510.0,4260.0,98.62
497.914,21.934,97.362,46.97,80.872,300.123,1221.72,75.7
520.0,38.0,10.0,13.0,0.5,200.0,1500.0,34.28
46.692,42.965,26.539,7.57,0.139,394.418,977.532,3.38
1463.136,93.717,23.523,28.136,1.886,513.813,3045.139,38.78
178.354,57.61,76.527,27.126,18.578,162.726,1292.19,63.94
42.427,8.484,29.31,9.613,1.121,266.762,1620.929,4.11
653.428,124.916,143.455,62.047,41.595,359.468,546.459,64.73
1076.318,134.074,720.875,89.987,131.036,505.772,4286.841,97.96
557.085,94.299,124.037,69.902,46.637,470.433,714.605,82.07
726.0,96.0,484.0,60.0,97.0,363.0,3030.0,100.0
2110.486,113.175,683.548,82.026,129.601,249.682,342.856,98.43
34.754,42.214,29.118,11.84,0.997,437.52,2092.057,6.8
1741.768,120.55,32.419,37.228,2.436,716.161,4167.706,33.75
1062.905,106.609,1.892,15.446,1.488,498.95,2573.695,47.06
54.737,35.258,15.818,2.206,1.709,205.434,1901.552,6.41
520.689,36.002,10.007,13.015,0.473,199.725,1492.22,30.52
804.985,134.282,4.279,27.301,0.965,339.171,3303.684,35.84
529.736,231.995,27.71,12.727,0.54,494.446,1515.709,31.99
51.722,250.697,19.474,230.632,1.268,393.108,3008.042,53.46
157.538,207.424,3.967,140.492,0.176,460.968,3044.175,53.16
945.445,121.456,21.457,6.279,10.358,77.155,330.305,61.03
1679.124,56.566,47.498,3.382,1.729,613.223,1164.254,41.89
90.706,535.616,262.403,160.716,4.666,536.222,3743.475,74.7
51.881,338.627,161.267,101.062,2.525,341.924,2469.318,62.76
2645.16,240.592,696.186,128.077,428.471,251.854,3372.588,100.0
345.705,55.141,30.057,27.729,64.406,512.174,690.577,81.52
90.368,563.888,324.496,167.562,4.844,579.358,4189.29,84.2
1115.207,153.852,798.9,92.557,155.87,638.511,4724.499,98.09
1680.476,120.001,28.803,36.541,2.597,613.824,3628.293,40.72
